Set	Ontology	Term	Observed	Mean Expected N Genes	Enrichment	P Value	System
Altai	HPO	Genu valgum (HP:0002857)	2	1.6233	1.232058153	0.480751925	skeletal
Altai	HPO	Flat face (HP:0012368)	1	0.659	1.517450683	0.483551645	skeletal
Altai	HPO	Talipes equinovarus (HP:0001762)	3	2.5845	1.160766106	0.484451555	skeletal
Altai	HPO	Cupped ear (HP:0000378)	1	0.6666	1.500150015	0.485351465	other
Altai	HPO	Limited hip movement (HP:0008800)	1	0.6653	1.503081317	0.485651435	other
Altai	HPO	Tapered finger (HP:0001182)	1	0.677	1.477104874	0.487351265	skeletal
Altai	HPO	Congenital sensorineural hearing impairment (HP:0008527)	1	0.6641	1.50579732	0.488451155	nervous
Altai	HPO	Teleangiectasia of the skin (HP:0100585)	1	0.6658	1.501952538	0.489151085	cardiovascular
Altai	HPO	Leukopenia (HP:0001882)	1	0.6744	1.482799526	0.490250975	immune
Altai	HPO	Narrow face (HP:0000275)	1	0.67	1.492537313	0.491450855	skeletal
Altai	HPO	Malignant gastrointestinal tract tumors (HP:0006749)	1	0.6789	1.472970982	0.491550845	digestive
Altai	HPO	Gastrointestinal carcinoma (HP:0002672)	1	0.6789	1.472970982	0.491550845	digestive
Altai	HPO	Transitional cell carcinoma of the bladder (HP:0006740)	1	0.6822	1.465845793	0.492050795	urinary
Altai	HPO	Bladder neoplasm (HP:0009725)	1	0.6822	1.465845793	0.492050795	urinary
Altai	HPO	Bladder carcinoma (HP:0002862)	1	0.6822	1.465845793	0.492050795	urinary
Altai	HPO	Intrauterine growth retardation (HP:0001511)	5	4.6439	1.076681238	0.492650735	other
Altai	HPO	Complete atrioventricular canal defect (HP:0001674)	1	0.6812	1.467997651	0.495050495	cardiovascular
Altai	HPO	Cutis marmorata (HP:0000965)	1	0.68	1.470588235	0.495450455	integumentary
Altai	HPO	Atrioventricular canal defect (HP:0006695)	1	0.6857	1.458363716	0.497850215	cardiovascular
Altai	HPO	Renal cell carcinoma (HP:0005584)	1	0.7012	1.42612664	0.499750025	urinary
Altai	HPO	Hypsarrhythmia (HP:0002521)	1	0.706	1.416430595	0.505749425	cardiovascular
Altai	HPO	Cafe-au-lait spot (HP:0000957)	1	0.7094	1.409641951	0.505849415	integumentary
Altai	HPO	Full cheeks (HP:0000293)	1	0.717	1.394700139	0.507449255	other
Altai	HPO	Arthrogryposis multiplex congenita (HP:0002804)	1	0.7105	1.407459536	0.510048995	skeletal muscle
Altai	HPO	Nephronophthisis (HP:0000090)	1	0.7197	1.389467834	0.512248775	urinary
Altai	HPO	Left ventricular hypertrophy (HP:0001712)	1	0.7281	1.373437715	0.516048395	cardiovascular
Altai	HPO	Muscular hypotonia of the trunk (HP:0008936)	1	0.7143	1.399972001	0.516748325	skeletal muscle
Altai	HPO	Neoplasm of the lung (HP:0100526)	1	0.7354	1.359804188	0.519148085	respiratory
Altai	HPO	Cerebral ischemia (HP:0002637)	1	0.7267	1.376083666	0.521547845	nervous
Altai	HPO	Variable expressivity (HP:0003828)	2	1.7741	1.127332168	0.528247175	other
Altai	HPO	Neoplasm of the respiratory system (HP:0100606)	1	0.7583	1.318739285	0.529547045	respiratory
Altai	HPO	Abnormal EKG (HP:0003115)	1	0.7631	1.310444241	0.531546845	cardiovascular
Altai	HPO	Spastic tetraplegia (HP:0002510)	1	0.7656	1.306165099	0.532246775	nervous
Altai	HPO	High forehead (HP:0000348)	2	1.7874	1.118943717	0.534546545	skeletal
Altai	HPO	Primary adrenal insufficiency (HP:0008207)	1	0.7544	1.325556734	0.534746525	endocrine
Altai	HPO	Renal hypoplasia (HP:0000089)	1	0.7682	1.301744337	0.541245875	urinary
Altai	HPO	Abnormality of the duodenum (HP:0002246)	1	0.7903	1.265342275	0.545745425	digestive
Altai	HPO	Growth hormone deficiency (HP:0000824)	1	0.783	1.277139208	0.546245375	endocrine
Altai	HPO	Syncope (HP:0001279)	1	0.7918	1.262945188	0.547145285	nervous
Altai	HPO	Radioulnar synostosis (HP:0002974)	1	0.788	1.269035533	0.548445155	skeletal
Altai	HPO	Protruding tongue (HP:0010808)	1	0.8091	1.235941169	0.551644836	other
Altai	HPO	Triphalangeal thumb (HP:0001199)	1	0.81	1.234567901	0.553044696	skeletal
Altai	HPO	Downslanted palpebral fissures (HP:0000494)	4	3.9481	1.013145564	0.554944506	integumentary
Altai	HPO	Underdeveloped nasal alae (HP:0000430)	1	0.8238	1.213886866	0.558644136	integumentary
Altai	HPO	Hepatomegaly (HP:0002240)	3	2.921	1.027045532	0.559144086	digestive
Altai	HPO	Uterine neoplasm (HP:0010784)	1	0.825	1.212121212	0.560543946	reproductive
Altai	HPO	Pointed chin (HP:0000307)	1	0.8368	1.195028681	0.567143286	skeletal
Altai	HPO	Choanal atresia (HP:0000453)	1	0.8357	1.196601651	0.569343066	respiratory
Altai	HPO	Smooth philtrum (HP:0000319)	1	0.8606	1.161980014	0.576542346	integumentary
Altai	HPO	Broad foot (HP:0001769)	1	0.8819	1.13391541	0.582941706	skeletal
Altai	HPO	Micropenis (HP:0000054)	2	1.9739	1.013222554	0.586741326	reproductive
Altai	HPO	Hypertelorism (HP:0000316)	6	6.2384	0.961785073	0.589641036	skeletal
Altai	HPO	Elevated hepatic transaminases (HP:0002910)	1	0.8889	1.124985938	0.590540946	digestive
Altai	HPO	Respiratory insufficiency due to muscle weakness (HP:0002747)	1	0.9044	1.10570544	0.591340866	respiratory
Altai	HPO	Abnormality of the fingernails (HP:0001231)	2	2.0225	0.988875155	0.600139986	integumentary
Altai	HPO	Lethargy (HP:0001254)	1	0.9151	1.092776746	0.603239676	behavior
Altai	HPO	Abnormality of the renal medulla (HP:0100957)	1	0.932	1.072961373	0.603439656	urinary
Altai	HPO	Coarse facial features (HP:0000280)	2	2.0152	0.992457324	0.604339566	integumentary
Altai	HPO	Truncal obesity (HP:0001956)	1	0.9376	1.066552901	0.605839416	metabolic
Altai	HPO	Heterogeneous (HP:0001425)	2	2.0688	0.966744006	0.608439156	other
Altai	HPO	Osteoporosis (HP:0000939)	1	0.954	1.048218029	0.616738326	skeletal
Altai	HPO	Aneurysm (HP:0002617)	1	0.9838	1.016466762	0.622137786	nervous
Altai	HPO	Omphalocele (HP:0001539)	1	0.98	1.020408163	0.622437756	other
Altai	HPO	Ventricular septal defect (HP:0001629)	3	3.1926	0.939672994	0.622837716	cardiovascular
Altai	HPO	Primary amenorrhea (HP:0000786)	1	0.9756	1.02501025	0.623437656	reproductive
Altai	HPO	Broad-based gait (HP:0002136)	1	0.9822	1.018122582	0.624337566	other
Altai	HPO	Laryngomalacia (HP:0001601)	1	0.9714	1.029442042	0.626037396	other
Altai	HPO	Convex nasal ridge (HP:0000444)	1	0.9744	1.026272578	0.626437356	skeletal
Altai	HPO	Bulbous nose (HP:0000414)	1	0.9705	1.030396703	0.627037296	other
Altai	HPO	Nephrotic syndrome (HP:0000100)	1	0.9976	1.002405774	0.628937106	urinary
Altai	HPO	Low anterior hairline (HP:0000294)	1	0.9784	1.02207686	0.629637036	integumentary
Altai	HPO	Cerebral cortical atrophy (HP:0002120)	2	2.1371	0.935847644	0.636136386	nervous
Altai	HPO	Oligohydramnios (HP:0001562)	1	1.0072	0.992851469	0.636736326	reproductive
Altai	HPO	Postaxial hand polydactyly (HP:0001162)	2	2.162	0.92506938	0.636836316	skeletal
Altai	HPO	Chorioretinal coloboma (HP:0000567)	1	1.0149	0.985318751	0.638636136	nervous
Altai	HPO	Facial edema (HP:0000282)	1	1.0207	0.9797198	0.640135986	immune
Altai	HPO	Periorbital edema (HP:0100539)	1	1.0207	0.9797198	0.640135986	other
Altai	HPO	Holoprosencephaly (HP:0001360)	1	1.009	0.991080278	0.643235676	nervous
Altai	HPO	Pyloric stenosis (HP:0002021)	1	1.0306	0.970308558	0.643935606	digestive
Altai	HPO	Developmental regression (HP:0002376)	1	1.0475	0.954653938	0.645135486	behavior
Altai	HPO	Accelerated skeletal maturation (HP:0005616)	1	1.0502	0.952199581	0.647135286	skeletal
Altai	HPO	Open mouth (HP:0000194)	1	1.0547	0.948136911	0.648235176	other
Altai	HPO	Hypodontia (HP:0000668)	1	1.0479	0.954289531	0.650734927	skeletal
Altai	HPO	Malar flattening (HP:0000272)	3	3.3571	0.893628429	0.656134387	skeletal
Altai	HPO	Intestinal malrotation (HP:0002566)	1	1.0653	0.938702713	0.657634237	digestive
Altai	HPO	Migraine (HP:0002076)	1	1.071	0.933706816	0.664133587	nervous
Altai	HPO	Ovarian neoplasm (HP:0100615)	1	1.0709	0.933794005	0.665433457	reproductive
Altai	HPO	Midface retrusion (HP:0011800)	1	1.0853	0.92140422	0.666233377	skeletal
Altai	HPO	"Intellectual disability, mild (HP:0001256)"	1	1.1221	0.891186169	0.681831817	nervous
Altai	HPO	Abnormality of salivation (HP:0100755)	1	1.1481	0.871004268	0.689731027	digestive
Altai	HPO	Gingival overgrowth (HP:0000212)	1	1.1753	0.850846592	0.689831017	immune
Altai	HPO	Joint laxity (HP:0001388)	1	1.1841	0.844523267	0.694230577	skeletal
Altai	HPO	External ear malformation (HP:0008572)	1	1.2143	0.823519723	0.700429957	other
Altai	HPO	Broad forehead (HP:0000337)	1	1.2039	0.830633774	0.701029897	skeletal
Altai	HPO	Narrow forehead (HP:0000341)	1	1.2295	0.813338756	0.706529347	skeletal
Altai	HPO	Frontal bossing (HP:0002007)	3	3.7067	0.80934524	0.717428257	skeletal
Altai	HPO	Bruising susceptibility (HP:0000978)	1	1.3721	0.728809854	0.746725327	other
Altai	HPO	Hypospadias (HP:0000047)	1	1.3706	0.729607471	0.748425157	urinary
Altai	HPO	Short palm (HP:0004279)	1	1.4085	0.709975151	0.755824418	skeletal
Altai	HPO	Thick lower lip vermilion (HP:0000179)	1	1.4602	0.684837693	0.764923508	integumentary
Altai	HPO	Progressive disorder (HP:0003676)	1	1.4823	0.674627268	0.773122688	other
Altai	HPO	Triangular face (HP:0000325)	1	1.4662	0.682035193	0.773222678	other
Altai	HPO	Depressed nasal ridge (HP:0000457)	1	1.4854	0.673219335	0.777422258	skeletal
Altai	HPO	Macrotia (HP:0000400)	1	1.5206	0.657635144	0.778922108	other
Altai	HPO	Pes cavus (HP:0001761)	1	1.5259	0.65535094	0.783921608	skeletal
Altai	HPO	Dandy-Walker malformation (HP:0001305)	1	1.5146	0.660240327	0.785021498	nervous
Altai	HPO	Pectus carinatum (HP:0000768)	1	1.5351	0.65142336	0.785921408	skeletal
Altai	HPO	Brachydactyly syndrome (HP:0001156)	3	4.1676	0.719838756	0.786921308	skeletal
Altai	HPO	Sloping forehead (HP:0000340)	1	1.6106	0.620886626	0.793320668	skeletal
Altai	HPO	Microdontia (HP:0000691)	1	1.5974	0.626017278	0.793720628	skeletal
Altai	HPO	Highly arched eyebrow (HP:0002553)	1	1.6073	0.622161389	0.803919608	integumentary
Altai	HPO	Iris coloboma (HP:0000612)	1	1.7328	0.577100646	0.823417658	nervous
Altai	HPO	Recurrent fractures (HP:0002757)	1	1.8657	0.535991853	0.846515348	skeletal
Altai	HPO	Dolichocephaly (HP:0000268)	1	1.9255	0.519345625	0.853614639	skeletal
Altai	HPO	Hypoplasia of the corpus callosum (HP:0002079)	1	1.9258	0.519264721	0.856514349	nervous
Altai	HPO	Wide mouth (HP:0000154)	1	2.0464	0.488663018	0.869013099	skeletal
Altai	HPO	Camptodactyly of finger (HP:0100490)	1	2.1488	0.465376024	0.885011499	skeletal
Altai	HPO	Short nose (HP:0003196)	1	2.1652	0.461851099	0.888611139	skeletal
Altai	HPO	Congenital onset (HP:0003577)	1	2.2622	0.442047564	0.896310369	other
Altai	HPO	Micromelia (HP:0002983)	1	2.2101	0.452468214	0.898810119	skeletal
Altai	HPO	Cerebellar atrophy (HP:0001272)	1	2.464	0.405844156	0.914108589	nervous
Archaic-specific	GWAS	Ulcerative colitis	66	41.6513	1.584584395	1.00E-04	digestive
Archaic-specific	GWAS	Blood metabolite levels	37	16.315	2.26785167	1.00E-04	metabolic
Archaic-specific	GWAS	Blood metabolite ratios	17	4.9513	3.433441722	1.00E-04	metabolic
Archaic-specific	GWAS	Inflammatory bowel disease	93	62.9062	1.478391637	0.00029997	digestive
Archaic-specific	GWAS	IgA nephropathy	13	4.5132	2.880439599	0.00079992	immune
Archaic-specific	GWAS	Metabolic traits	14	4.9617	2.82161356	0.00089991	metabolic
Archaic-specific	GWAS	Malaria	5	0.7023	7.119464616	0.0009999	immune
Archaic-specific	GWAS	Liver enzyme levels (alkaline phosphatase)	10	3.0791	3.247702251	0.0009999	other
Archaic-specific	GWAS	Cold sores	6	1.2311	4.873690196	0.00129987	immune
Archaic-specific	GWAS	IgE levels	5	0.8934	5.596597269	0.00179982	immune
Archaic-specific	GWAS	Psoriasis	20	9.8852	2.023226642	0.00239976	integumentary
Archaic-specific	GWAS	Mumps	3	0.3067	9.781545484	0.00319968	immune
Archaic-specific	GWAS	Ticagrelor levels in individuals with acute coronary syndromes treated with ticagrelor	3	0.3158	9.499683344	0.00359964	hematologic
Archaic-specific	GWAS	Liver enzyme levels	9	2.8843	3.120341157	0.00359964	other
Archaic-specific	GWAS	Iron status biomarkers (ferritin levels)	6	1.4706	4.07996736	0.00359964	other
Archaic-specific	GWAS	Crohn's disease	92	68.8265	1.336694442	0.00409959	immune
Archaic-specific	GWAS	Factor VII	3	0.3367	8.91000891	0.00419958	hematologic
Archaic-specific	GWAS	Complement C3 and C4 levels	3	0.3339	8.984725966	0.00429957	immune
Archaic-specific	GWAS	Hypertriglyceridemia	7	1.8965	3.691009755	0.00429957	metabolic
Archaic-specific	GWAS	Amino acid levels	5	1.0101	4.95000495	0.00459954	other
Archaic-specific	GWAS	Plantar warts	6	1.5539	3.861252333	0.00459954	integumentary
Archaic-specific	GWAS	Plasma omega-6 polyunsaturated fatty acid levels (arachidonic acid)	5	1.028	4.86381323	0.00479952	other
Archaic-specific	GWAS	Circulating fibroblast growth factor 23 levels	9	3.2634	2.757859901	0.0069993	other
Archaic-specific	GWAS	Graves' disease	10	3.8918	2.569505113	0.00739926	endocrine
Archaic-specific	GWAS	Systemic lupus erythematosus and Systemic sclerosis	9	3.2971	2.72967153	0.00749925	immune
Archaic-specific	GWAS	Triglycerides-Blood Pressure (TG-BP)	2	0.1215	16.46090535	0.00769923	metabolic
Archaic-specific	GWAS	PCA3 expression level	2	0.1314	15.22070015	0.00839916	other
Archaic-specific	GWAS	Cancer	8	2.8002	2.85693879	0.00839916	other
Archaic-specific	GWAS	Shingles	7	2.2719	3.081121528	0.00889911	immune
Archaic-specific	GWAS	Serum metabolite levels	14	6.7851	2.063344682	0.00939906	metabolic
Archaic-specific	GWAS	HDL Cholesterol - Triglycerides (HDLC-TG)	2	0.141	14.18439716	0.00959904	metabolic
Archaic-specific	GWAS	Progranulin levels	5	1.2346	4.049894703	0.00979902	nervous
Archaic-specific	GWAS	Nephrolithiasis	4	0.867	4.61361015	0.01009899	urinary
Archaic-specific	GWAS	Serum parathyroid hormone levels	3	0.455	6.593406593	0.01009899	endocrine
Archaic-specific	GWAS	Clinical laboratory measurements	4	0.8339	4.796738218	0.01109889	other
Archaic-specific	GWAS	Beta-2 microglubulin plasma levels	3	0.497	6.036217304	0.01179882	immune
Archaic-specific	GWAS	Chronic lymphocytic leukemia	16	8.5466	1.872089486	0.01429857	lymphatic
Archaic-specific	GWAS	HIV-1 control	4	0.9276	4.312203536	0.0149985	immune
Archaic-specific	GWAS	Obese vs. thin	7	2.5043	2.795192269	0.01529847	metabolic
Archaic-specific	GWAS	Tumor biomarkers	3	0.493	6.085192698	0.01529847	immune
Archaic-specific	GWAS	Macular telangiectasia type 2	3	0.5187	5.783689994	0.01709829	nervous
Archaic-specific	GWAS	Elevated serum carcinoembryonic antigen levels	3	0.5354	5.603287262	0.01779822	other
Archaic-specific	GWAS	Lipid traits	8	3.2829	2.436869841	0.01839816	metabolic
Archaic-specific	GWAS	"Thyroid cancer (Papillary, radiation-related)"	2	0.2042	9.794319295	0.01859814	endocrine
Archaic-specific	GWAS	Hematological and biochemical traits	11	5.2606	2.091016234	0.01879812	hematologic
Archaic-specific	GWAS	Thrombosis	4	1.0175	3.931203931	0.02089791	hematologic
Archaic-specific	GWAS	Waist-to-hip ratio adjusted for BMI	41	29.2477	1.40181963	0.02189781	skeletal
Archaic-specific	GWAS	Temporomandibular joint disorder	4	1.078	3.710575139	0.0219978	skeletal muscle
Archaic-specific	GWAS	Body mass index (age>50)	18	10.6651	1.687747888	0.02309769	metabolic
Archaic-specific	GWAS	Waist-to-hip ratio adjusted for BMI x sex x age interaction (4df test)	46	33.6552	1.366802158	0.02369763	skeletal
Archaic-specific	GWAS	Peanut allergy (parent-of-origin effect)	4	1.062	3.766478343	0.02539746	immune
Archaic-specific	GWAS	Coagulation factor levels	3	0.6543	4.585052728	0.02749725	hematologic
Archaic-specific	GWAS	Autism spectrum disorder or schizophrenia	72	56.9239	1.264846576	0.02809719	behavior
Archaic-specific	GWAS	Response to fenofibrate (LDL cholesterol levels)	6	2.2757	2.636551391	0.02889711	other
Archaic-specific	GWAS	White blood cell count (basophil)	22	13.9248	1.579914972	0.02929707	immune
Archaic-specific	GWAS	Aspartate aminotransferase levels	9	4.2101	2.137716444	0.03009699	other
Archaic-specific	GWAS	Pain medicine use during menstruation	2	0.2726	7.336757153	0.03049695	reproductive
Archaic-specific	GWAS	Menstruation quality of life impact (dysmenorrhea)	2	0.2726	7.336757153	0.03049695	reproductive
Archaic-specific	GWAS	Serum prostate-specific antigen levels	3	0.7053	4.253509145	0.03339666	reproductive
Archaic-specific	GWAS	Barrett's esophagus  or Esophageal adenocarcinoma	10	5.1161	1.954613866	0.03659634	digestive
Archaic-specific	GWAS	Atopic dermatitis	11	5.8869	1.868555607	0.03729627	integumentary
Archaic-specific	GWAS	Multiple sclerosis--Brain Glutamate Levels	3	0.7394	4.057343792	0.0419958	nervous
Archaic-specific	GWAS	Osteoarthritis (hip)	12	6.7108	1.788162365	0.04249575	skeletal
Archaic-specific	GWAS	Kidney function decline traits	5	1.8938	2.640194318	0.04409559	urinary
Archaic-specific	GWAS	Esophageal cancer (squamous cell)	3	0.7768	3.86199794	0.04439556	digestive
Archaic-specific	GWAS	Basophil percentage of white cells	13	7.6331	1.703108829	0.04539546	immune
Archaic-specific	GWAS	Osteoarthritis	7	3.2171	2.17587268	0.04749525	skeletal
Archaic-specific	GWAS	Pulmonary function in asthmatics	3	0.8127	3.69139904	0.04819518	respiratory
Archaic-specific	GWAS	Thyroid cancer	6	2.555	2.348336595	0.04839516	endocrine
Archaic-specific	GWAS	Prostate cancer	50	39.0263	1.281187302	0.0489951	reproductive
Archaic-specific	GWAS	Response to metformin (IC50)	2	0.3606	5.546311703	0.04929507	other
Archaic-specific	GWAS	Lipid metabolism phenotypes	5	1.9793	2.526145607	0.050094991	metabolic
Archaic-specific	GWAS	Serum alkaline phosphatase levels	9	4.6914	1.918403888	0.050394961	other
Archaic-specific	GWAS	Electroencephalogram traits	8	3.9989	2.000550151	0.051294871	nervous
Archaic-specific	GWAS	Nasopharyngeal carcinoma	4	1.357	2.947678703	0.051594841	other
Archaic-specific	GWAS	Urinary metabolites (H-NMR features)	4	1.3827	2.892890721	0.054794521	metabolic
Archaic-specific	GWAS	Lower body strength	4	1.4366	2.784351942	0.054894511	skeletal muscle
Archaic-specific	GWAS	Plasma homocysteine levels (post-methionine load test)	2	0.3754	5.327650506	0.055694431	other
Archaic-specific	GWAS	Delta-5 desaturase activity response to n3-polyunsaturated fat supplement	2	0.382	5.235602094	0.055894411	other
Archaic-specific	GWAS	Hippocampal volume in mild cognitive impairment	7	3.3861	2.067275036	0.055994401	nervous
Archaic-specific	GWAS	Waist-to-hip ratio adjusted for BMI (age >50)	24	16.8415	1.425051213	0.056994301	skeletal
Archaic-specific	GWAS	Esophageal adenocarcinoma	4	1.4486	2.76128676	0.057294271	digestive
Archaic-specific	GWAS	"B-cell malignancies (CLL, Hodgkin lymphoma or multiple myeloma) (pleiotropy)"	6	2.7289	2.198688116	0.060193981	immune
Archaic-specific	GWAS	Activated partial thromboplastin time	9	4.9616	1.81393099	0.060993901	hematologic
Archaic-specific	GWAS	Reticulocyte count	31	23.1224	1.340691278	0.062193781	immune
Archaic-specific	GWAS	Yeast infection	4	1.4946	2.676301352	0.062993701	immune
Archaic-specific	GWAS	Barrett's esophagus	6	2.7634	2.17123833	0.064093591	digestive
Archaic-specific	GWAS	Body mass index (adult)	6	2.8212	2.126754573	0.065193481	metabolic
Archaic-specific	GWAS	Vitamin B levels in ischemic stroke	5	2.1518	2.323636026	0.066993301	other
Archaic-specific	GWAS	Triglycerides	35	26.6581	1.312921776	0.067093291	metabolic
Archaic-specific	GWAS	Food allergy (parent-of-origin effect)	3	0.9193	3.263352551	0.067393261	immune
Archaic-specific	GWAS	Strep throat	4	1.5217	2.628639022	0.067593241	immune
Archaic-specific	GWAS	Immunoglobulin A	10	5.8029	1.723276293	0.069593041	immune
Archaic-specific	GWAS	Creatine kinase levels	11	6.5965	1.667550974	0.069893011	other
Archaic-specific	GWAS	Low vWF levels	5	2.1971	2.275727095	0.070492951	hematologic
Archaic-specific	GWAS	Osteoprotegerin levels	3	0.9565	3.136434919	0.071392861	skeletal
Archaic-specific	GWAS	GIP levels in response to oral glucose tolerance test (120 minutes)	5	2.2087	2.263775071	0.072092791	metabolic
Archaic-specific	GWAS	Childhood ear infection	13	8.177	1.589825119	0.072492751	immune
Archaic-specific	GWAS	Cerebral amyloid deposition (PET imaging)	9	5.0835	1.770433756	0.074892511	nervous
Archaic-specific	GWAS	Optic nerve measurement (rim area)	3	0.9871	3.039205754	0.076492351	nervous
Archaic-specific	GWAS	Sex hormone levels	3	1.0128	2.962085308	0.076692331	endocrine
Archaic-specific	GWAS	Waist Circumference - Triglycerides (WC-TG)	1	0.0831	12.03369434	0.080091991	skeletal
Archaic-specific	GWAS	Pancreatic ductal adenocarcinoma	3	0.9988	3.003604325	0.080191981	endocrine
Archaic-specific	GWAS	Tonsillectomy	15	10.0316	1.495274931	0.082591741	lymphatic
Archaic-specific	GWAS	Amyotrophic lateral sclerosis	16	10.9268	1.464289636	0.083791621	nervous
